id,content,category,threat_level,event_type,location,region,country,latitude,longitude,fatalities,timestamp,source,content_length,word_count,has_fatalities,severity_score
200000000366,"Facility/Infrastructure Attack attack in Eldoret, Rift Valley province Attack type: Facility/Infrastructure Attack. Target: Military in Eldoret. Group: Sabaot Land Defence Force.",terrorism,critical,Facility/Infrastructure Attack,Eldoret,Rift Valley,Kenya,0.6934335028783594,35.03401748052662,12,2008-02-20,GTD,178,21,1,1.0
200000000367,"Unknown attack in Nairobi, Nairobi province Attack type: Unknown. Target: Religious Figures/Institutions in Nairobi. Group: Sabaot Land Defence Force.",terrorism,medium,Unknown,Nairobi,Nairobi,Kenya,-1.0609889234483365,36.68005851856563,0,2013-10-11,GTD,150,19,0,0.5
200000000368,"Hostage Taking (Kidnapping) attack in Nairobi, Nairobi province Attack type: Hostage Taking (Kidnapping). Target: Military in Nairobi. Group: Unknown.",terrorism,low,Hostage Taking (Kidnapping),Nairobi,Nairobi,Kenya,-1.2287738427134116,36.58167033157734,0,2021-02-25,GTD,150,19,0,0.25
200000000369,"Unknown attack in Mandera, North Eastern province Attack type: Unknown. Target: Utilities in Mandera. Group: Al-Shabaab.",terrorism,medium,Unknown,Mandera,North Eastern,Kenya,4.223062910522407,42.14561194042159,4,2017-01-28,GTD,120,16,1,0.5
200000000370,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Government (General) in Wajir. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.4797088590091945,39.7684187401566,3,2012-10-02,GTD,147,17,1,0.5
200000000371,"Bombing/Explosion attack in Lamu, Coast province Attack type: Bombing/Explosion. Target: Utilities in Lamu. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Lamu,Coast,Kenya,-2.547958074927925,40.98295783807065,0,2014-09-02,GTD,126,15,0,0.5
200000000372,"Armed Assault attack in Eldoret, Rift Valley province Attack type: Armed Assault. Target: Police in Eldoret. Group: Sabaot Land Defence Force.",terrorism,medium,Armed Assault,Eldoret,Rift Valley,Kenya,0.3179540537477259,35.34298847405632,0,2021-05-04,GTD,142,21,0,0.5
200000000373,"Unknown attack in Kisumu, Nyanza province Attack type: Unknown. Target: Business in Kisumu. Group: Mungiki.",terrorism,low,Unknown,Kisumu,Nyanza,Kenya,0.048126498252242536,34.90955189800591,1,2018-08-19,GTD,107,15,1,0.25
200000000374,"Hostage Taking (Kidnapping) attack in Lamu, Coast province Attack type: Hostage Taking (Kidnapping). Target: Business in Lamu. Group: Unknown.",terrorism,medium,Hostage Taking (Kidnapping),Lamu,Coast,Kenya,-2.299748707630154,40.89474011716758,0,2008-10-28,GTD,142,19,0,0.5
200000000375,"Hijacking attack in Mombasa, Coast province Attack type: Hijacking. Target: Religious Figures/Institutions in Mombasa. Group: Unknown.",terrorism,medium,Hijacking,Mombasa,Coast,Kenya,-4.065138241927065,39.51569115221354,2,2017-02-06,GTD,134,16,1,0.5
200000000376,"Armed Assault attack in Kisumu, Nyanza province Attack type: Armed Assault. Target: Police in Kisumu. Group: Unknown.",terrorism,medium,Armed Assault,Kisumu,Nyanza,Kenya,-0.22076255581764664,34.49218155381336,1,2022-07-16,GTD,117,17,1,0.5
200000000377,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Utilities in Wajir. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,2.0244277460695668,40.33599293501431,3,2013-08-27,GTD,133,16,1,0.5
200000000378,"Unknown attack in Eldoret, Rift Valley province Attack type: Unknown. Target: Tourists in Eldoret. Group: Sabaot Land Defence Force.",terrorism,medium,Unknown,Eldoret,Rift Valley,Kenya,0.3576986081269308,35.13857073813182,3,2005-05-13,GTD,132,19,1,0.5
200000000379,"Unknown attack in Kisumu, Nyanza province Attack type: Unknown. Target: Government (General) in Kisumu. Group: Al-Shabaab.",terrorism,medium,Unknown,Kisumu,Nyanza,Kenya,0.043013471127856154,34.480607825849326,1,2022-02-24,GTD,122,16,1,0.5
200000000380,"Hostage Taking (Kidnapping) attack in Kisumu, Nyanza province Attack type: Hostage Taking (Kidnapping). Target: Educational Institution in Kisumu. Group: Unknown.",terrorism,high,Hostage Taking (Kidnapping),Kisumu,Nyanza,Kenya,0.15969599878613538,34.95702090491225,6,2013-11-06,GTD,162,20,1,0.75
200000000381,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: Private Citizens & Property in Kisumu. Group: Unknown.",terrorism,medium,Bombing/Explosion,Kisumu,Nyanza,Kenya,-0.3163628283659586,34.47010871051563,0,2020-02-24,GTD,146,18,0,0.5
200000000382,"Armed Assault attack in Mombasa, Coast province Attack type: Armed Assault. Target: NGO in Mombasa. Group: Al-Shabaab.",terrorism,medium,Armed Assault,Mombasa,Coast,Kenya,-3.8519594727385478,39.69011536503607,0,2023-06-20,GTD,118,17,0,0.5
200000000383,"Armed Assault attack in Lamu, Coast province Attack type: Armed Assault. Target: Utilities in Lamu. Group: Sabaot Land Defence Force.",terrorism,high,Armed Assault,Lamu,Coast,Kenya,-2.4446793576167964,41.04301568946306,0,2005-06-07,GTD,133,20,0,0.75
200000000384,"Unknown attack in Wajir, North Eastern province Attack type: Unknown. Target: Business in Wajir. Group: Mungiki.",terrorism,medium,Unknown,Wajir,North Eastern,Kenya,1.4566521603576792,40.127009779127555,0,2013-07-25,GTD,112,16,0,0.5
200000000385,"Bombing/Explosion attack in Mandera, North Eastern province Attack type: Bombing/Explosion. Target: Educational Institution in Mandera. Group: Al-Shabaab.",terrorism,low,Bombing/Explosion,Mandera,North Eastern,Kenya,4.056808733319942,42.02232088065077,0,2020-02-07,GTD,154,17,0,0.25
200000000386,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: Religious Figures/Institutions in Kisumu. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Kisumu,Nyanza,Kenya,-0.0696874093971253,34.814441394936885,1,2023-03-21,GTD,149,16,1,0.5
200000000387,"Unknown attack in Eldoret, Rift Valley province Attack type: Unknown. Target: Police in Eldoret. Group: Al-Shabaab.",terrorism,medium,Unknown,Eldoret,Rift Valley,Kenya,0.23539555016271646,35.16368713036765,0,2007-10-10,GTD,115,16,0,0.5
200000000388,"Assassination attack in Eldoret, Rift Valley province Attack type: Assassination. Target: Government (General) in Eldoret. Group: Mungiki.",terrorism,medium,Assassination,Eldoret,Rift Valley,Kenya,0.5078675566309618,35.14145395321875,0,2020-09-06,GTD,138,17,0,0.5
200000000389,"Unknown attack in Garissa, North Eastern province Attack type: Unknown. Target: Tourists in Garissa. Group: Al-Shabaab.",terrorism,low,Unknown,Garissa,North Eastern,Kenya,-0.45778192490471864,39.38926306342289,0,2010-10-24,GTD,119,16,0,0.25
200000000390,"Bombing/Explosion attack in Mandera, North Eastern province Attack type: Bombing/Explosion. Target: Military in Mandera. Group: Unknown.",terrorism,medium,Bombing/Explosion,Mandera,North Eastern,Kenya,3.757848561651912,41.63304425610863,0,2008-10-09,GTD,136,16,0,0.5
200000000391,"Unarmed Assault attack in Kisumu, Nyanza province Attack type: Unarmed Assault. Target: Tourists in Kisumu. Group: Unknown.",terrorism,medium,Unarmed Assault,Kisumu,Nyanza,Kenya,-0.029865891785924845,34.844710039078436,0,2014-05-05,GTD,123,17,0,0.5
200000000392,"Armed Assault attack in Mombasa, Coast province Attack type: Armed Assault. Target: Utilities in Mombasa. Group: Mungiki.",terrorism,high,Armed Assault,Mombasa,Coast,Kenya,-3.995637134942512,39.69233036006717,2,2011-11-05,GTD,121,17,1,0.75
200000000393,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Government (General) in Wajir. Group: Al-Shabaab.",terrorism,high,Bombing/Explosion,Wajir,North Eastern,Kenya,1.4841047501725746,40.02733850224945,0,2018-03-16,GTD,147,17,0,0.75
200000000394,"Armed Assault attack in Wajir, North Eastern province Attack type: Armed Assault. Target: Business in Wajir. Group: Sabaot Land Defence Force.",terrorism,medium,Armed Assault,Wajir,North Eastern,Kenya,1.880934275276198,40.061951291117595,2,2014-02-06,GTD,142,21,1,0.5
200000000395,"Facility/Infrastructure Attack attack in Eldoret, Rift Valley province Attack type: Facility/Infrastructure Attack. Target: Educational Institution in Eldoret. Group: Mungiki.",terrorism,high,Facility/Infrastructure Attack,Eldoret,Rift Valley,Kenya,0.3603655700592464,35.47511623852387,8,2021-08-05,GTD,175,19,1,0.75
200000000396,"Bombing/Explosion attack in Mandera, North Eastern province Attack type: Bombing/Explosion. Target: Educational Institution in Mandera. Group: Mungiki.",terrorism,high,Bombing/Explosion,Mandera,North Eastern,Kenya,4.052108407656716,41.71311700333972,4,2006-04-10,GTD,151,17,1,0.75
200000000397,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Private Citizens & Property in Wajir. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,2.0206419034329093,39.7995432174415,0,2011-12-07,GTD,151,19,0,0.5
200000000398,"Unarmed Assault attack in Eldoret, Rift Valley province Attack type: Unarmed Assault. Target: Transportation in Eldoret. Group: Al-Shabaab.",terrorism,high,Unarmed Assault,Eldoret,Rift Valley,Kenya,0.5407756011778605,35.414105712730986,7,2019-12-11,GTD,139,18,1,0.75
200000000399,"Bombing/Explosion attack in Mombasa, Coast province Attack type: Bombing/Explosion. Target: Tourists in Mombasa. Group: Sabaot Land Defence Force.",terrorism,high,Bombing/Explosion,Mombasa,Coast,Kenya,-4.214222255634562,39.44048909346308,2,2018-11-08,GTD,146,18,1,0.75
200000000400,"Facility/Infrastructure Attack attack in Wajir, North Eastern province Attack type: Facility/Infrastructure Attack. Target: Journalists & Media in Wajir. Group: Al-Shabaab.",terrorism,high,Facility/Infrastructure Attack,Wajir,North Eastern,Kenya,1.9121490802034717,40.130462040254024,1,2011-12-27,GTD,172,20,1,0.75
200000000401,"Bombing/Explosion attack in Nairobi, Nairobi province Attack type: Bombing/Explosion. Target: Educational Institution in Nairobi. Group: Unknown.",terrorism,medium,Bombing/Explosion,Nairobi,Nairobi,Kenya,-1.352739191953396,37.08822144383432,1,2004-08-05,GTD,145,16,1,0.5
200000000402,"Facility/Infrastructure Attack attack in Garissa, North Eastern province Attack type: Facility/Infrastructure Attack. Target: Military in Garissa. Group: Unknown.",terrorism,medium,Facility/Infrastructure Attack,Garissa,North Eastern,Kenya,-0.7454918146162904,39.55781949019706,0,2019-08-07,GTD,162,18,0,0.5
200000000403,"Armed Assault attack in Lamu, Coast province Attack type: Armed Assault. Target: NGO in Lamu. Group: Mungiki.",terrorism,medium,Armed Assault,Lamu,Coast,Kenya,-2.5225659603263866,40.857778630442056,3,2016-05-26,GTD,109,17,1,0.5
200000000404,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Religious Figures/Institutions in Wajir. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.5610608461966122,40.03372730280896,0,2020-09-11,GTD,154,17,0,0.5
200000000405,"Hijacking attack in Mombasa, Coast province Attack type: Hijacking. Target: NGO in Mombasa. Group: Unknown.",terrorism,medium,Hijacking,Mombasa,Coast,Kenya,-4.001961872745131,39.92066250978164,0,2014-08-01,GTD,107,15,0,0.5
200000000406,"Facility/Infrastructure Attack attack in Lamu, Coast province Attack type: Facility/Infrastructure Attack. Target: Educational Institution in Lamu. Group: Sabaot Land Defence Force.",terrorism,medium,Facility/Infrastructure Attack,Lamu,Coast,Kenya,-2.266491893221202,40.63806513364704,0,2015-01-02,GTD,181,21,0,0.5
200000000407,"Unarmed Assault attack in Mombasa, Coast province Attack type: Unarmed Assault. Target: Private Citizens & Property in Mombasa. Group: Mungiki.",terrorism,medium,Unarmed Assault,Mombasa,Coast,Kenya,-4.195506131893133,39.64396885103975,2,2016-05-16,GTD,143,20,1,0.5
200000000408,"Assassination attack in Mandera, North Eastern province Attack type: Assassination. Target: Police in Mandera. Group: Sabaot Land Defence Force.",terrorism,high,Assassination,Mandera,North Eastern,Kenya,4.047125445113092,42.09646471480855,1,2017-01-10,GTD,144,19,1,0.75
200000000409,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: Police in Kisumu. Group: Unknown.",terrorism,medium,Bombing/Explosion,Kisumu,Nyanza,Kenya,0.147049720880022,34.91886062544586,0,2015-12-12,GTD,125,15,0,0.5
200000000410,"Bombing/Explosion attack in Eldoret, Rift Valley province Attack type: Bombing/Explosion. Target: Tourists in Eldoret. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Eldoret,Rift Valley,Kenya,0.5087861807608256,35.01511996149414,0,2019-08-25,GTD,137,16,0,0.5
200000000411,"Unknown attack in Mombasa, Coast province Attack type: Unknown. Target: Educational Institution in Mombasa. Group: Unknown.",terrorism,medium,Unknown,Mombasa,Coast,Kenya,-3.745390429431136,39.62640590421344,0,2010-05-18,GTD,123,16,0,0.5
200000000412,"Facility/Infrastructure Attack attack in Mandera, North Eastern province Attack type: Facility/Infrastructure Attack. Target: Educational Institution in Mandera. Group: Sabaot Land Defence Force.",terrorism,high,Facility/Infrastructure Attack,Mandera,North Eastern,Kenya,4.147781552133505,41.78096534772463,8,2023-02-17,GTD,195,22,1,0.75
200000000413,"Facility/Infrastructure Attack attack in Lamu, Coast province Attack type: Facility/Infrastructure Attack. Target: Government (General) in Lamu. Group: Sabaot Land Defence Force.",terrorism,medium,Facility/Infrastructure Attack,Lamu,Coast,Kenya,-2.3527263519708423,40.845487255320165,4,2012-02-04,GTD,178,21,1,0.5
200000000414,"Armed Assault attack in Kisumu, Nyanza province Attack type: Armed Assault. Target: Educational Institution in Kisumu. Group: Unknown.",terrorism,medium,Armed Assault,Kisumu,Nyanza,Kenya,-0.38669661666799326,34.59476769516012,0,2013-07-14,GTD,134,18,0,0.5
200000000415,"Assassination attack in Nairobi, Nairobi province Attack type: Assassination. Target: Educational Institution in Nairobi. Group: Mungiki.",terrorism,high,Assassination,Nairobi,Nairobi,Kenya,-1.0619345291845017,36.5354746848423,7,2007-04-28,GTD,137,16,1,0.75
200000000416,"Armed Assault attack in Kisumu, Nyanza province Attack type: Armed Assault. Target: Educational Institution in Kisumu. Group: Al-Shabaab.",terrorism,medium,Armed Assault,Kisumu,Nyanza,Kenya,0.1027692758546891,34.79447229472668,0,2014-02-16,GTD,137,18,0,0.5
200000000417,"Facility/Infrastructure Attack attack in Garissa, North Eastern province Attack type: Facility/Infrastructure Attack. Target: Religious Figures/Institutions in Garissa. Group: Unknown.",terrorism,medium,Facility/Infrastructure Attack,Garissa,North Eastern,Kenya,-0.44218698385286653,39.92765797484271,2,2014-07-02,GTD,184,19,1,0.5
200000000418,"Armed Assault attack in Nairobi, Nairobi province Attack type: Armed Assault. Target: Religious Figures/Institutions in Nairobi. Group: Al-Shabaab.",terrorism,medium,Armed Assault,Nairobi,Nairobi,Kenya,-1.554638438658709,36.97015952387103,3,2016-05-20,GTD,147,18,1,0.5
200000000419,"Armed Assault attack in Mandera, North Eastern province Attack type: Armed Assault. Target: Military in Mandera. Group: Al-Shabaab.",terrorism,medium,Armed Assault,Mandera,North Eastern,Kenya,3.9080118230872296,41.66865344125595,1,2007-04-06,GTD,131,18,1,0.5
200000000420,"Facility/Infrastructure Attack attack in Mombasa, Coast province Attack type: Facility/Infrastructure Attack. Target: Business in Mombasa. Group: Unknown.",terrorism,medium,Facility/Infrastructure Attack,Mombasa,Coast,Kenya,-4.228862716392185,39.84250816452019,1,2005-06-28,GTD,154,17,1,0.5
200000000421,"Bombing/Explosion attack in Nairobi, Nairobi province Attack type: Bombing/Explosion. Target: Religious Figures/Institutions in Nairobi. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Nairobi,Nairobi,Kenya,-1.431364411277778,37.008355938223865,0,2014-01-08,GTD,155,16,0,0.5
200000000422,"Bombing/Explosion attack in Garissa, North Eastern province Attack type: Bombing/Explosion. Target: Educational Institution in Garissa. Group: Mungiki.",terrorism,high,Bombing/Explosion,Garissa,North Eastern,Kenya,-0.1699867540433488,39.511604869198045,3,2018-10-08,GTD,151,17,1,0.75
200000000423,"Bombing/Explosion attack in Eldoret, Rift Valley province Attack type: Bombing/Explosion. Target: Tourists in Eldoret. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Eldoret,Rift Valley,Kenya,0.4841823944226572,35.42361363284618,2,2021-09-26,GTD,134,16,1,0.5
200000000424,"Armed Assault attack in Mombasa, Coast province Attack type: Armed Assault. Target: Private Citizens & Property in Mombasa. Group: Mungiki.",terrorism,medium,Armed Assault,Mombasa,Coast,Kenya,-4.199878098194772,39.618981104808334,1,2018-09-18,GTD,139,20,1,0.5
200000000425,"Unarmed Assault attack in Lamu, Coast province Attack type: Unarmed Assault. Target: Journalists & Media in Lamu. Group: Sabaot Land Defence Force.",terrorism,medium,Unarmed Assault,Lamu,Coast,Kenya,-2.4904092071452255,40.809376222221694,1,2005-05-20,GTD,147,22,1,0.5
200000000426,"Armed Assault attack in Nairobi, Nairobi province Attack type: Armed Assault. Target: Tourists in Nairobi. Group: Unknown.",terrorism,medium,Armed Assault,Nairobi,Nairobi,Kenya,-1.3628057220635117,36.728225890775285,1,2005-06-14,GTD,122,17,1,0.5
200000000427,"Bombing/Explosion attack in Nairobi, Nairobi province Attack type: Bombing/Explosion. Target: Private Citizens & Property in Nairobi. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Nairobi,Nairobi,Kenya,-1.3590264541124955,36.69886056457045,1,2013-10-19,GTD,149,18,1,0.5
200000000428,"Hostage Taking (Kidnapping) attack in Mombasa, Coast province Attack type: Hostage Taking (Kidnapping). Target: Private Citizens & Property in Mombasa. Group: Mungiki.",terrorism,medium,Hostage Taking (Kidnapping),Mombasa,Coast,Kenya,-4.080831113620228,39.506640754124234,1,2012-09-22,GTD,167,22,1,0.5
200000000429,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Tourists in Wajir. Group: Sabaot Land Defence Force.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.6970816224482503,39.85030520045005,0,2011-01-02,GTD,150,19,0,0.5
200000000430,"Hostage Taking (Barricade Incident) attack in Lamu, Coast province Attack type: Hostage Taking (Barricade Incident). Target: Educational Institution in Lamu. Group: Sabaot Land Defence Force.",terrorism,critical,Hostage Taking (Barricade Incident),Lamu,Coast,Kenya,-2.1336412814882286,40.67051026814228,1,2006-09-07,GTD,191,25,1,1.0
200000000431,"Armed Assault attack in Nairobi, Nairobi province Attack type: Armed Assault. Target: Journalists & Media in Nairobi. Group: Unknown.",terrorism,medium,Armed Assault,Nairobi,Nairobi,Kenya,-1.1106959728358836,37.060654074381866,0,2012-12-17,GTD,133,19,0,0.5
200000000432,"Hostage Taking (Kidnapping) attack in Eldoret, Rift Valley province Attack type: Hostage Taking (Kidnapping). Target: Private Citizens & Property in Eldoret. Group: Al-Shabaab.",terrorism,low,Hostage Taking (Kidnapping),Eldoret,Rift Valley,Kenya,0.4019279770848748,35.32268622403775,0,2019-06-12,GTD,176,23,0,0.25
200000000433,"Unarmed Assault attack in Wajir, North Eastern province Attack type: Unarmed Assault. Target: Educational Institution in Wajir. Group: Sabaot Land Defence Force.",terrorism,high,Unarmed Assault,Wajir,North Eastern,Kenya,1.6861872572655288,39.94744780829112,5,2012-02-28,GTD,161,22,1,0.75
200000000434,"Bombing/Explosion attack in Mombasa, Coast province Attack type: Bombing/Explosion. Target: Military in Mombasa. Group: Sabaot Land Defence Force.",terrorism,high,Bombing/Explosion,Mombasa,Coast,Kenya,-3.848939208446275,39.707104862030455,4,2016-11-28,GTD,146,18,1,0.75
200000000435,"Bombing/Explosion attack in Nairobi, Nairobi province Attack type: Bombing/Explosion. Target: Business in Nairobi. Group: Al-Shabaab.",terrorism,high,Bombing/Explosion,Nairobi,Nairobi,Kenya,-1.1377796915921463,36.657661598982386,4,2007-06-26,GTD,133,15,1,0.75
200000000436,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Transportation in Wajir. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.7984625007037045,40.112111022431925,0,2015-08-10,GTD,138,16,0,0.5
200000000437,"Bombing/Explosion attack in Eldoret, Rift Valley province Attack type: Bombing/Explosion. Target: Journalists & Media in Eldoret. Group: Unknown.",terrorism,medium,Bombing/Explosion,Eldoret,Rift Valley,Kenya,0.519201283806378,35.411087032999944,2,2007-10-15,GTD,145,18,1,0.5
200000000438,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: NGO in Kisumu. Group: Sabaot Land Defence Force.",terrorism,high,Bombing/Explosion,Kisumu,Nyanza,Kenya,-0.10035643983703456,34.511448748836685,0,2012-04-23,GTD,140,18,0,0.75
200000000439,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: Government (General) in Kisumu. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Kisumu,Nyanza,Kenya,0.10299011683493577,34.75141285898977,0,2004-09-10,GTD,142,16,0,0.5
200000000440,"Armed Assault attack in Eldoret, Rift Valley province Attack type: Armed Assault. Target: Private Citizens & Property in Eldoret. Group: Sabaot Land Defence Force.",terrorism,medium,Armed Assault,Eldoret,Rift Valley,Kenya,0.35288758631683814,35.45094837170167,0,2021-09-19,GTD,163,24,0,0.5
200000000441,"Facility/Infrastructure Attack attack in Eldoret, Rift Valley province Attack type: Facility/Infrastructure Attack. Target: Military in Eldoret. Group: Sabaot Land Defence Force.",terrorism,high,Facility/Infrastructure Attack,Eldoret,Rift Valley,Kenya,0.31760121313158945,35.48010699118624,0,2017-11-20,GTD,178,21,0,0.75
200000000442,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: Military in Kisumu. Group: Mungiki.",terrorism,medium,Bombing/Explosion,Kisumu,Nyanza,Kenya,-0.21184449538587946,34.92148244267134,0,2009-10-13,GTD,127,15,0,0.5
200000000443,"Hostage Taking (Kidnapping) attack in Eldoret, Rift Valley province Attack type: Hostage Taking (Kidnapping). Target: Tourists in Eldoret. Group: Al-Shabaab.",terrorism,medium,Hostage Taking (Kidnapping),Eldoret,Rift Valley,Kenya,0.49518516512244143,35.50232514463585,0,2016-11-15,GTD,157,20,0,0.5
200000000444,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Journalists & Media in Wajir. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.7933384271354216,40.14287676112656,0,2017-01-13,GTD,146,18,0,0.5
200000000445,"Hostage Taking (Kidnapping) attack in Nairobi, Nairobi province Attack type: Hostage Taking (Kidnapping). Target: Religious Figures/Institutions in Nairobi. Group: Unknown.",terrorism,medium,Hostage Taking (Kidnapping),Nairobi,Nairobi,Kenya,-1.5677591218533262,37.08534173967631,1,2011-09-14,GTD,172,20,1,0.5
200000000446,"Armed Assault attack in Kisumu, Nyanza province Attack type: Armed Assault. Target: Educational Institution in Kisumu. Group: Sabaot Land Defence Force.",terrorism,medium,Armed Assault,Kisumu,Nyanza,Kenya,0.011815494364392845,34.69400996449356,1,2013-01-07,GTD,152,21,1,0.5
200000000447,"Hijacking attack in Mombasa, Coast province Attack type: Hijacking. Target: Military in Mombasa. Group: Al-Shabaab.",terrorism,medium,Hijacking,Mombasa,Coast,Kenya,-3.8019747310942282,39.41218349086823,0,2012-07-26,GTD,115,15,0,0.5
200000000448,"Facility/Infrastructure Attack attack in Wajir, North Eastern province Attack type: Facility/Infrastructure Attack. Target: Tourists in Wajir. Group: Sabaot Land Defence Force.",terrorism,medium,Facility/Infrastructure Attack,Wajir,North Eastern,Kenya,1.9323757839156164,39.91293984328111,0,2016-11-12,GTD,176,21,0,0.5
200000000449,"Bombing/Explosion attack in Lamu, Coast province Attack type: Bombing/Explosion. Target: Private Citizens & Property in Lamu. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Lamu,Coast,Kenya,-2.1308871468141373,40.614204649129306,0,2023-09-12,GTD,144,18,0,0.5
200000000450,"Bombing/Explosion attack in Wajir, North Eastern province Attack type: Bombing/Explosion. Target: Journalists & Media in Wajir. Group: Unknown.",terrorism,medium,Bombing/Explosion,Wajir,North Eastern,Kenya,1.6173473059762737,40.01924903304509,1,2021-01-02,GTD,143,18,1,0.5
200000000451,"Facility/Infrastructure Attack attack in Kisumu, Nyanza province Attack type: Facility/Infrastructure Attack. Target: Educational Institution in Kisumu. Group: Sabaot Land Defence Force.",terrorism,medium,Facility/Infrastructure Attack,Kisumu,Nyanza,Kenya,-0.057814894980954865,34.84414276735671,0,2020-08-28,GTD,186,21,0,0.5
200000000452,"Bombing/Explosion attack in Eldoret, Rift Valley province Attack type: Bombing/Explosion. Target: Private Citizens & Property in Eldoret. Group: Unknown.",terrorism,medium,Bombing/Explosion,Eldoret,Rift Valley,Kenya,0.8110565123331641,35.25899171209584,0,2022-08-13,GTD,153,19,0,0.5
200000000453,"Armed Assault attack in Mandera, North Eastern province Attack type: Armed Assault. Target: Utilities in Mandera. Group: Unknown.",terrorism,medium,Armed Assault,Mandera,North Eastern,Kenya,3.6767946566375085,41.58391480426833,2,2020-06-08,GTD,129,18,1,0.5
200000000454,"Bombing/Explosion attack in Eldoret, Rift Valley province Attack type: Bombing/Explosion. Target: Business in Eldoret. Group: Al-Shabaab.",terrorism,medium,Bombing/Explosion,Eldoret,Rift Valley,Kenya,0.6780283464781108,35.26492069315032,0,2024-04-05,GTD,137,16,0,0.5
200000000455,"Bombing/Explosion attack in Kisumu, Nyanza province Attack type: Bombing/Explosion. Target: NGO in Kisumu. Group: Mungiki.",terrorism,high,Bombing/Explosion,Kisumu,Nyanza,Kenya,-0.3264299164492586,35.029165898347806,6,2011-06-07,GTD,122,15,1,0.75
200000000456,"Unknown attack in Mandera, North Eastern province Attack type: Unknown. Target: Transportation in Mandera. Group: Unknown.",terrorism,medium,Unknown,Mandera,North Eastern,Kenya,3.913683888937211,41.75566046348684,0,2023-03-01,GTD,122,16,0,0.5
200000000457,"Hostage Taking (Kidnapping) attack in Wajir, North Eastern province Attack type: Hostage Taking (Kidnapping). Target: Journalists & Media in Wajir. Group: Unknown.",terrorism,medium,Hostage Taking (Kidnapping),Wajir,North Eastern,Kenya,1.6548596249208491,40.24194357592042,0,2024-08-27,GTD,163,22,0,0.5
200000000458,"Bombing/Explosion attack in Mombasa, Coast province Attack type: Bombing/Explosion. Target: Police in Mombasa. Group: Mungiki.",terrorism,low,Bombing/Explosion,Mombasa,Coast,Kenya,-4.190639448202828,39.91691569228123,0,2015-11-04,GTD,126,15,0,0.25
200000000459,"Bombing/Explosion attack in Garissa, North Eastern province Attack type: Bombing/Explosion. Target: Educational Institution in Garissa. Group: Sabaot Land Defence Force.",terrorism,medium,Bombing/Explosion,Garissa,North Eastern,Kenya,-0.1932075488924297,39.450247776413086,0,2011-06-18,GTD,169,20,0,0.5
200000000460,"Facility/Infrastructure Attack attack in Nairobi, Nairobi province Attack type: Facility/Infrastructure Attack. Target: Religious Figures/Institutions in Nairobi. Group: Sabaot Land Defence Force.",terrorism,high,Facility/Infrastructure Attack,Nairobi,Nairobi,Kenya,-1.0187546291587013,36.66402935821422,3,2011-06-06,GTD,196,21,1,0.75
200000000461,"Armed Assault attack in Garissa, North Eastern province Attack type: Armed Assault. Target: Journalists & Media in Garissa. Group: Unknown.",terrorism,medium,Armed Assault,Garissa,North Eastern,Kenya,-0.46953903984357076,39.70800221644587,0,2020-08-18,GTD,139,20,0,0.5
